,gene
6563,RPP14
6564,KRR1
6565,KATNA1
6566,PRDM5
6567,PRDM4
6568,CIT
6569,FGFR1OP
6570,EMILIN1
6571,BTN3A2
6572,BTN3A1
6573,BTN2A1
6574,PTPRT
6575,RCAN3
6576,FAF1
6577,CD160
6578,KIF3A
6579,ZWINT
6580,CAPN11
6581,CAPN10
6582,KPTN
6583,CDC42EP1
6584,SLC7A9
6585,PWP1
6586,TBC1D8
6587,CDC37
6588,IL1RAPL1
6589,PKIG
6590,DMC1
6591,PLA2G16
6592,GLMN
6593,HHLA3
6594,HHLA2
6595,CORO1A
6596,WDR45
6597,FICD
6598,AP4S1
6599,LDB3
6600,PTP4A3
6601,LSM6
6602,ERLIN2
6603,C14orf1
6604,NUDT6
6605,NUDT4
6606,SOX21
6607,FSTL1
6608,PSIP1
6609,WDHD1
6610,FAM107A
6611,STRAP
6612,INSL6
6613,ADAMTS6
6614,BAZ2A
6615,BAZ1A
6616,LZTS1
6617,ZNF277
6618,WDR6
6619,TREH
6620,SLC2A6
6621,MAP4K5
6622,MAP4K1
6623,RASSF1
6624,PKP3
6625,NISCH
6626,CELF3
6627,CEP250
6628,WBP4
6629,ABCB8
6630,SEC23IP
6631,WIF1
6632,SUPT16H
6633,ANXA10
6634,POLI
6635,KLK8
6636,FZD10
6637,PROSC
6638,IRAK3
6639,AKAP13
6640,AKAP11
6641,AKAP10
6642,TREX2
6643,DUSP10
6644,MRPL3
6645,GALNT6
6646,RASSF8
6647,PRAF2
6648,SEC63
6649,POLG2
6650,HPS5
6651,PDCD10
6652,RNF139
6653,RNF24
6654,CA5B
6655,PADI2
6656,GPR176
6657,NXPH4
6658,NXPH3
6659,PACSIN2
6660,MAN1B1
6661,SLC6A14
6662,HRH3
6663,TP53TG1
6664,DCTN3
6665,FILIP1L
6666,XPOT
6667,SP140
6668,PXMP4
6669,DUSP12
6670,SNF8
6671,ATXN2L
6672,KLHL2
6673,SYNRG
6674,TREX1
6675,KLF12
6676,KLF8
6677,POU6F2
6678,MGAT4B
6679,CYP4F8
6680,PNKP
6681,B4GALT7
6682,SLCO2B1
6683,VPS45
6684,LYPLA2
6685,CD300A
6686,PARK7
6687,COPE
6688,RBPJL
6689,GPR182
6690,ECD
6691,MGAT4A
6692,GPN1
6693,TMC6
6694,DDX42
6695,VSIG4
6696,STK38
6697,CTRC
6698,PHB2
6699,ACOT7
6700,PDAP1
6701,TUSC2
6702,CBX3
6703,EXOC3
6704,GABARAP
6705,U2AF2
6706,OIP5
6707,EXOSC8
6708,SCRG1
6709,RNF13
6710,MGLL
6711,TWF2
6712,GABARAPL2
6713,SYNPO
6714,CASC3
6715,NID2
6716,COG2
6717,TFEC
6718,LAMB4
6719,RRAS2
6720,CLCA4
6721,IKZF3
6722,IKZF2
6723,MRAS
6724,ATF5
6725,COPZ1
6726,RASA3
6727,PHLDA1
6728,MTF2
6729,HSPA4L
6730,DNAJC8
6731,PUF60
6732,NLGN4Y
6733,ZNF652
6734,ZFP30
6735,RHOBTB3
6736,COBLL1
6737,RNF44
6738,DLGAP4
6739,RAB11FIP2
6740,PPM1E
6741,FRMPD1
6742,DOLK
6743,VASH1
6744,AAK1
6745,CPEB3
6746,ADNP2
6747,ANKRD26
6748,LMTK2
6749,CHSY1
6750,ICK
6751,NLRP1
6752,FNDC3A
6753,R3HDM2
6754,SLITRK3
6755,CNKSR2
6756,FASTKD2
6757,ZNF510
6758,NLGN1
6759,SEC31A
6760,DZIP1
6761,PLEKHA6
6762,ENPP4
6763,INPP5F
6764,MLXIP
6765,MON1B
6766,MORC2
6767,ANKRD6
6768,ZHX2
6769,CLSTN1
6770,WDR37
6771,ABLIM3
6772,FOXJ3
6773,UBOX5
6774,KIAA0907
6775,ZBTB1
6776,ZNF365
6777,BAHD1
6778,DIS3
6779,RPH3A
6780,CEP164
6781,DENND3
6782,ARHGEF15
6783,CARD8
6784,RUFY3
6785,BTBD3
6786,SBNO2
6787,EPN2
6788,TRAK1
6789,DHX30
6790,SACM1L
6791,WDR47
6792,RALY
6793,MMRN1
6794,NCBP2
6795,CD93
6796,MAPRE1
6797,KIFAP3
6798,MSRB2
6799,MAPRE3
6800,PLA2R1
6801,ATF6
6802,HABP4
6803,SEPHS2
6804,SEPHS1
6805,RAB3GAP1
6806,SIRT2
6807,RPIA
6808,ELL2
6809,SCAP
6810,SNW1
6811,SHANK2
6812,DKK1
6813,KIN
6814,CCT5
6815,P2RX2
6816,TRIM32
6817,SCMH1
6818,TPX2
6819,PAXIP1
6820,NT5C2
6821,TCF25
6822,NINL
6823,DIP2C
6824,MAST1
6825,PDCD11
6826,ACIN1
6827,SORCS3
6828,SV2C
6829,MYH15
6830,KDM2A
6831,HMGXB3
6832,CEP152
6833,TTC39A
6834,LIMCH1
6835,RIMS1
6836,WDFY3
6837,DAAM1
6838,MAPKBP1
6839,PLCH1
6840,KLHDC10
6841,RAB21
6842,STK38L
6843,SPEN
6844,FBXO21
6845,GOLGA8A
6846,EXOSC7
6847,FAIM2
6848,CNOT1
6849,SNRNP200
6850,PALLD
6851,TMCC1
6852,PDZRN3
6853,UNC13A
6854,MYO16
6855,KDM1A
6856,RBM34
6857,KDM4B
6858,MAST3
6859,USP33
6860,DOPEY1
6861,SAMD4A
6862,PHLPP2
6863,ZNF292
6864,PDZD2
6865,WDTC1
6866,XPO7
6867,MYT1L
6868,MON2
6869,PDXDC1
6870,TNIK
6871,KIF21B
6872,PDS5B
6873,FNBP1
6874,ZHX3
6875,ENDOD1
6876,NCOA6
6877,NMNAT2
6878,CLUAP1
6879,ZNF609
6880,TBC1D9B
6881,GGA2
6882,SETX
6883,CAND2
6884,SETD1B
6885,ERP44
6886,HECW1
6887,UHRF1BP1L
6888,SWAP70
6889,RRP1B
6890,MYCBP2
6891,AVL9
6892,KDM4C
6893,PPRC1
6894,ERC1
6895,EXPH5
6896,PEG10
6897,ZNF423
6898,ZC3H13
6899,ARHGAP26
6900,TTLL5
6901,SIPA1L3
6902,KIF1B
6903,IQSEC2
6904,CDK19
6905,SARM1
6906,ZBTB43
6907,MCF2L2
6908,TBC1D2B
6909,FSTL4
6910,MRPS27
6911,RAP1GAP2
6912,DDN
6913,SPG20
6914,TNRC6B
6915,CUL9
6916,NFASC
6917,FAM179B
6918,TAB2
6919,HIC2
6920,ATP10B
6921,CLASP2
6922,CAMTA2
6923,POGZ
6924,PLXND1
6925,ATG2A
6926,GPATCH8
6927,PHF8
6928,KDM6B
6929,EPB41L3
6930,SMC5
6931,N4BP3
6932,MAST2
6933,ZZEF1
6934,ANKLE2
6935,DCUN1D4
6936,LRCH1
6937,ZC3H3
6938,NACAD
6939,FCHO1
6940,FRMD4B
6941,GRAMD4
6942,CIC
6943,NCDN
6944,SEPT6
6945,TBC1D9
6946,WDR43
6947,SNX13
6948,MAPK8IP3
6949,GGA3
6950,MPRIP
6951,NUP205
6952,STAB1
6953,EFR3A
6954,RTF1
6955,SLC35D1
6956,TTLL12
6957,GPD1L
6958,FAM175B
6959,METAP1
6960,LPIN1
6961,SEPT8
6962,CEP68
6963,PASK
6964,RGL1
6965,RFTN1
6966,LARP4B
6967,RCOR1
6968,PHLDB1
6969,KANK1
6970,UBXN4
6971,CYFIP1
6972,ATG4B
6973,GANAB
6974,FBXL7
6975,MDN1
6976,FAM120A
6977,FAF2
6978,PSME4
6979,ATP11B
6980,FAM168A
6981,PMPCA
6982,ARL6IP1
6983,ACSBG1
6984,PLEKHM2
6985,SYT11
6986,MLC1
6987,JMJD6
6988,ZC3H4
6989,RRS1
6990,SULF1
6991,XPO6
6992,TBC1D1
6993,ZFR2
6994,NBEAL2
6995,FBXO28
6996,DTX4
6997,RHOBTB2
6998,RRP12
6999,SYNE2
7000,NUP210
7001,PLCL2
7002,ARHGEF9
7003,VPS13A
7004,SEL1L3
7005,TBC1D12
7006,EXOC6B
7007,DNAJC9
7008,PLCB1
7009,ARC
7010,PHLPP1
7011,KIAA0922
7012,PACS2
7013,COBL
7014,ANKRD28
7015,PDS5A
7016,ASTN2
7017,BOP1
7018,KIAA0556
7019,RPRD2
7020,ATP11A
7021,KIAA1024
7022,OTUD3
7023,ANKRD12
7024,SCFD1
7025,DENND5A
7026,DDHD2
7027,CAMTA1
7028,PPIP5K2
7029,MCF2L
7030,ZC3H7B
7031,EXOC7
7032,DNMBP
7033,MGA
7034,TSPYL4
7035,CLEC16A
7036,POFUT2
7037,KLHL18
7038,NUP160
7039,MTUS2
7040,CSTF2T
7041,KIAA1107
7042,WWC1
7043,AGTPBP1
7044,IQCE
7045,FBXW11
7046,SMG6
7047,ANKS1A
7048,MGRN1
7049,BICD2
7050,ATMIN
7051,EHBP1
7052,WSCD1
7053,KIF13B
7054,UBR2
7055,ACSL6
7056,FKBP15
7057,SIN3B
7058,NCAPD3
7059,DMXL2
7060,SATB2
7061,SLC9A8
7062,CUX2
7063,DNAJC13
7064,ZCCHC11
7065,TRIM2
7066,RPGRIP1L
7067,MAN2B2
7068,KIAA1033
7069,USP22
7070,NEDD4L
7071,SASH1
7072,TTC28
7073,CLASP1
7074,WDR7
7075,SYNM
7076,VPS39
7077,DNAJC16
7078,ESYT1
7079,SYNE1
7080,SMCHD1
7081,DOCK9
7082,KHNYN
7083,UBR4
7084,SUN1
7085,HAUS5
7086,VPS8
7087,ANGEL1
7088,USP24
7089,FAM189A1
7090,FNBP4
7091,ZNF629
7092,PSD3
7093,OBSL1
7094,ARHGEF12
7095,KIAA0895
7096,LARP1
7097,PPP1R13B
7098,PUM2
7099,ARHGEF18
7100,CRTC1
7101,RRP8
7102,SMG5
7103,AHCYL2
7104,NCSTN
7105,NUDCD3
7106,SIK3
7107,MED13L
7108,ZDHHC17
7109,KIAA0368
7110,ADNP
7111,LARS2
7112,PIP5K1C
7113,NCAPH
7114,PPWD1
7115,ATP13A2
7116,FRAT2
7117,FBXO46
7118,EXOSC2
7119,DICER1
7120,COTL1
7121,SIRT5
7122,SIRT3
7123,SIRT1
7124,COMMD3
7125,NCS1
7126,ZFPM2
7127,KCNH4
7128,MLYCD
7129,CRB1
7130,ITGB3BP
7131,TMED3
7132,TDRD7
7133,GRIP1
7134,SLC7A8
7135,RYBP
7136,AP4E1
7137,GPR161
7138,RHOQ
7139,TARDBP
7140,CELA3B
7141,HARS2
7142,ATP1B4
7143,SLC35A3
7144,SLC44A1
7145,SF3B3
7146,SF3B1
7147,ANGPTL2
7148,ABCB9
7149,ABCA6
7150,ABCA5
7151,HEY1
7152,ICMT
7153,GCAT
7154,CBX6
7155,NPTXR
7156,CBX5
7157,PHF3
7158,TRAM1
7159,CAPN7
7160,ETHE1
7161,QPRT
7162,BRD4
7163,SEC11A
7164,ISCU
7165,SEC61G
7166,PES1
7167,TGDS
7168,LEPROTL1
7169,CBX7
7170,HEY2
7171,TNFRSF13B
7172,HAAO
7173,MACF1
7174,DAAM2
7175,ZFYVE26
7176,RIMBP2
7177,TMEM131
7178,LRRC8B
7179,TTC9
7180,POFUT1
7181,KCTD2
7182,NUP188
7183,SUZ12
7184,SCRIB
7185,MORC3
7186,SLC39A14
7187,SKIV2L2
7188,R3HDM1
7189,RPL13A
7190,CABIN1
7191,SRRM2
7192,ACAP2
7193,ZNF281
7194,CLCF1
7195,NNT
7196,MMD
7197,PRAME
7198,PIK3R5
7199,TNPO3
7200,ADAT1
7201,SLC16A8
7202,SEC14L2
7203,MAPK8IP2
7204,SEZ6L
7205,ATP6V0A2
7206,SYNGR4
7207,LILRA4
7208,TTC33
7209,DNPEP
7210,PSD4
7211,CDK20
7212,TSPAN12
7213,TSPAN15
7214,PIGN
7215,WBP2
7216,GTPBP4
7217,CLDN14
7218,CHST5
7219,DDAH2
7220,LPAR3
7221,ARL2BP
7222,PADI4
7223,DDAH1
7224,CDC42EP4
7225,SMUG1
7226,TMEM50A
7227,DDX58
7228,KLHDC2
7229,CARHSP1
7230,PDSS1
7231,LEMD3
7232,HEBP2
7233,OPN3
7234,ACOT9
7235,PATZ1
7236,CLEC5A
7237,CORO1C
7238,DAPK2
7239,CD2AP
7240,MKRN1
7241,MKRN2
7242,PHLDA3
7243,ZMYND8
7244,SH3BP1
7245,TSSK2
7246,ZIM2
7247,NTSR2
7248,BACE1
7249,RUSC1
7250,CBLC
7251,FAM89B
7252,SPO11
7253,PRND
7254,CA14
7255,KPNA6
7256,SSBP2
7257,NUP62
7258,RABGAP1
7259,LRRC6
7260,HSPBP1
7261,LDOC1
7262,LY96
7263,EDC4
7264,PPP1R15A
7265,PLD3
7266,ARFIP2
7267,SSBP3
7268,POLA2
7269,TRIM29
7270,PLXNB2
7271,SLC7A11
7272,LSM5
7273,PLA2G15
7274,ZKSCAN5
7275,TMEM2
7276,STX12
7277,SMPX
7278,SH3BP4
7279,RAB38
7280,PRKD3
7281,KCNE4
7282,CADM1
7283,GSPT2
7284,GABARAPL1
7285,SHPK
7286,EID1
7287,BHMT2
7288,AIPL1
7289,SDF2L1
7290,PPIL2
7291,PITPNB
7292,PISD
7293,OSBP2
7294,MAFF
7295,IL17RA
7296,FLRT3
7297,FLRT2
7298,FKBP8
7299,BRD1
7300,APOL2
7301,BCL2L13
7302,MTCH1
7303,MTCH2
7304,KIF4A
7305,IFIT5
7306,EML2
7307,FTSJ1
7308,NAT6
7309,TFIP11
7310,PANX1
7311,CLDN15
7312,FJX1
7313,PRPF6
7314,ZNF318
7315,SHC2
7316,SLC24A2
7317,TBC1D22A
7318,CBY1
7319,SUN2
7320,DSTYK
7321,RASGRP3
7322,RAB3GAP2
7323,RAD54B
7324,TMEM59L
7325,CIZ1
7326,FBXO7
7327,FSCN2
7328,PGLS
7329,QPCT
7330,ZNF324
7331,SLC39A6
7332,GCA
7333,LMOD1
7334,SPDEF
7335,LSM4
7336,BAMBI
7337,VAX2
7338,RHBDD3
7339,TTLL1
7340,SAMM50
7341,ATXN10
7342,TNFAIP8
7343,KLK5
7344,ARIH1
7345,MTO1
7346,DNAJB5
7347,TPSG1
7348,BACE2
7349,FBXL2
7350,TXN2
7351,TMEM184B
7352,SULT4A1
7353,POU2F3
7354,MGAT4C
7355,NIPBL
7356,RAB26
7357,COG4
7358,METTL7A
7359,ABTB2
7360,ASF1A
7361,YIPF3
7362,ANAPC13
7363,PARM1
7364,ZNF345
7365,ARMC8
7366,FAM149A
7367,BRMS1
7368,PART1
7369,ABHD14A
7370,PRKD2
7371,RPL36
7372,LETMD1
7373,SPEF1
7374,MXRA5
7375,TMEM186
7376,ZNF473
7377,PAMR1
7378,TRIM58
7379,INTS7
7380,RNF19A
7381,RCHY1
7382,IFFO1
7383,CCDC28A
7384,OLFML2B
7385,TMEM158
7386,AHCTF1
7387,POT1
7388,NDUFAF3
7389,MYRIP
7390,NOL11
7391,SOSTDC1
7392,CLIC4
7393,NSL1
7394,WWTR1
7395,SAMHD1
7396,FAM98A
7397,KBTBD2
7398,SYF2
7399,RWDD3
7400,SEC31B
7401,KANK2
7402,NUDT13
7403,TMEM87A
7404,C2CD2
7405,SH2B1
7406,UNC50
7407,MMACHC
7408,EGFL6
7409,TIPARP
7410,NECAP1
7411,CHMP2B
7412,DHRS7B
7413,NGDN
7414,KRT23
7415,TSKU
7416,HINFP
7417,SNED1
7418,HIGD1A
7419,REXO2
7420,IBTK
7421,CLIP3
7422,TBC1D10B
7423,RNF167
7424,MOXD1
7425,GORASP2
7426,C2CD3
7427,ZZZ3
7428,SPATS2L
7429,RPAP1
7430,FAM32A
7431,LRIG1
7432,UPF2
7433,LRP10
7434,ACOT11
7435,PLEKHG3
7436,OSBPL3
7437,SUSD5
7438,ATRNL1
7439,IPCEF1
7440,GLCE
7441,SIPA1L1
7442,CHD5
7443,SS18L1
7444,SETBP1
7445,UBXN7
7446,LRRTM2
7447,CNTNAP2
7448,ZNF500
7449,FAM169A
7450,PPP1R16B
7451,DNM3
7452,AUTS2
7453,SENP6
7454,RAB11FIP5
7455,ANKRD17
7456,GIGYF2
7457,ERC2
7458,APPL1
7459,DECR2
7460,RAI14
7461,LSM14A
7462,FAM127B
7463,POLDIP2
7464,KLK13
7465,GGA1
7466,HERC4
7467,TOR1AIP1
7468,CCDC9
7469,WIPI2
7470,LRIT1
7471,PYGO1
7472,CCDC69
7473,TANC2
7474,WSB1
7475,LDLRAP1
7476,PRPF31
7477,TCTN3
7478,GAPVD1
7479,TRPC4AP
7480,SERBP1
7481,TES
7482,ZBTB20
7483,IRF2BP1
7484,TRAF3IP1
7485,RIBC2
7486,NAT9
7487,ZNF337
7488,ABCA12
7489,NOC2L
7490,RSL1D1
7491,SENP3
7492,INTS1
7493,FBXW2
7494,PTPN22
7495,GMEB2
7496,SPAG8
7497,PITPNC1
7498,ARL5A
7499,PHGDH
7500,STAP1
7501,B3GAT3
7502,FBXO2
7503,FBXL6
7504,FBXL5
7505,FBXL4
7506,FAM50B
7507,KLHL3
7508,CLEC4E
7509,CABYR
7510,NKX2-8
7511,FBXO24
7512,FBXO22
7513,SLC13A4
7514,FBXO9
7515,FBXO5
7516,FBXO3
7517,HIBCH
7518,VPS33B
7519,TINF2
7520,SACS
7521,PLA2G2D
7522,IL1RAPL2
7523,FGF20
7524,ERAL1
7525,CLDN17
7526,ARFGAP3
7527,ANKRD2
7528,AK5
7529,GALNT8
7530,FGF21
7531,SERGEF
7532,EHF
7533,GAPDHS
7534,HSPB8
7535,GNL3
7536,FAM162A
7537,LHX6
7538,PTPN18
7539,SEZ6L2
7540,NUPR1
7541,PLEK2
7542,NARF
7543,SLC17A5
7544,CNNM4
7545,CNNM3
7546,CNNM1
7547,HEYL
7548,MYOF
7549,CHIC2
7550,INTS6
7551,TIMM13
7552,TIMM10
7553,TIMM9
7554,TIMM8B
7555,DAZAP1
7556,ITGB1BP2
7557,AATF
7558,RGS17
7559,SRPK3
7560,PCOLCE2
7561,OSTF1
7562,GREM1
7563,CKAP2
7564,MRPL46
7565,TBL2
7566,ELP4
7567,OR7A5
7568,NUFIP1
7569,RPS6KC1
7570,SH3YL1
7571,SNORA64
7572,STEAP1
7573,OPLAH
7574,SMR3A
7575,RANBP6
7576,HBP1
7577,NBEA
7578,CHORDC1
7579,SEC22A
7580,AKAP8L
7581,RNF11
7582,FETUB
7583,CYFIP2
7584,DNAJC2
7585,TCL6
7586,USP21
7587,TPK1
7588,KCNV1
7589,DNAI1
7590,NPTN
7591,FOXD3
7592,FOXB1
7593,MLH3
7594,ATP2C1
7595,ZBTB32
7596,ACAD8
7597,NOX1
7598,SIGLEC7
7599,TRMT2A
7600,PKD2L2
7601,LAT
7602,SND1
7603,ANKRD1
7604,STAU2
7605,PPA2
7606,GHITM
7607,DAPP1
7608,VPS41
7609,LAMP3
7610,TSPAN13
7611,LYPD3
7612,B9D1
7613,RPUSD2
7614,B3GAT1
7615,UQCRQ
7616,ST6GALNAC4
7617,CACNG5
7618,CACNG4
7619,TRAPPC3
7620,TAF5L
7621,CLUL1
7622,CACYBP
7623,EIF2AK1
7624,ZBTB11
7625,ATP5S
7626,BBC3
7627,PDE7B
7628,DKKL1
7629,DKK4
7630,DKK3
7631,DKK2
7632,INPP5J
7633,AFF4
7634,CYTH4
7635,HSPB7
7636,INVS
7637,SNX5
7638,CPNE7
7639,TJP3
7640,MORC1
7641,CIDEB
7642,DENND2A
7643,NDOR1
7644,CHIA
7645,NAAA
7646,GLS2
7647,SLC39A1
7648,TUBG2
7649,SIGLEC9
7650,SIGLEC8
7651,VPS4A
7652,IL17B
7653,TUBGCP4
7654,SERP1
7655,GNMT
7656,COQ2
7657,ARFIP1
7658,ARHGEF16
7659,GPKOW
7660,GPR162
7661,SIT1
7662,BBS9
7663,TNFRSF21
7664,CHMP2A
7665,SESN1
7666,AHDC1
7667,RNF115
7668,NFU1
7669,MMADHC
7670,PDCD4
7671,KLHL20
7672,PCDH17
7673,CSDC2
7674,CNTN6
7675,LSM1
7676,LSM3
7677,SULT1B1
7678,TEKT2
7679,SRPX2
7680,VENTX
7681,RBMXL2
7682,RND1
7683,SPINK4
7684,SMPDL3B
7685,PDLIM3
7686,TP53TG5
7687,CRCP
7688,ADAMDEC1
7689,ZNF544
7690,APEX2
7691,BMP10
7692,RBMS3
7693,MOCS3
7694,HPGDS
7695,ZNF330
7696,RAB30
7697,PGAP2
7698,TOX3
7699,ANGPTL3
7700,RPS6KA6
7701,ZNF638
7702,GOLIM4
7703,P2RY10
7704,EIF3K
7705,HTATSF1
7706,PRPF19
7707,UTP20
7708,RRP7A
7709,RABGEF1
7710,POLL
7711,PCSK1N
7712,KCNMB4
7713,TMEM97
7714,STK39
7715,TOR1B
7716,MCAT
7717,APOBEC3C
7718,SGSM3
7719,HTRA2
7720,MAT2B
7721,POLM
7722,EML4
7723,CECR5
7724,PCLO
7725,PPP2R3B
7726,SLCO4A1
7727,SLCO3A1
7728,SLCO1B3
7729,CDH20
7730,NKIRAS2
7731,CDH19
7732,TRIB2
7733,CCDC22
7734,REM1
7735,DEXI
7736,MRPS28
7737,TMEM176B
7738,DCPS
7739,OSTM1
7740,GIT1
7741,SLC27A6
7742,SNX24
7743,SLC6A16
7744,BZW2
7745,SPCS1
7746,MRPS18B
7747,C19orf53
7748,MRPL42
7749,TMEM14A
7750,IFT81
7751,MCTS1
7752,MAGEH1
7753,ASTE1
7754,MACROD1
7755,HIPK2
7756,MRPL13
7757,KLF15
7758,SLC43A3
7759,ATAD2
7760,WDR91
7761,ZCCHC4
7762,ZC3H7A
7763,C1GALT1C1
7764,SETD2
7765,MRPL18
7766,NDUFAF4
7767,MED4
7768,CCDC59
7769,METTL5
7770,CHMP4A
7771,GTPBP8
7772,THYN1
7773,MRPL15
7774,STXBP6
7775,MRPL22
7776,ORMDL2
7777,CNIH4
7778,RANGRF
7779,COMMD9
7780,TMEM208
7781,DNAJC15
7782,N6AMT1
7783,SCG3
7784,NXT1
7785,PYCARD
7786,FHOD1
7787,TBK1
7788,C6orf15
7789,TAGLN3
7790,SAP30BP
7791,MYLIP
7792,DDX25
7793,CTNNA3
7794,CLEC2D
7795,PRSS50
7796,ANKRD11
7797,LGALS13
7798,RACGAP1
7799,BLNK
7800,USP25
7801,PACSIN3
7802,TMOD3
7803,TMOD2
7804,CARD10
7805,ABT1
7806,PARVB
7807,NCAPH2
7808,OLA1
7809,UQCR10
7810,YPEL1
7811,VPREB3
7812,REPIN1
7813,TFCP2L1
7814,TFPT
7815,ICOS
7816,UBN1
7817,ALG5
7818,NPC1L1
7819,ANAPC2
7820,CNOT7
7821,SNX10
7822,STRN4
7823,GNL2
7824,RBM15B
7825,PSMC3IP
7826,CPSF1
7827,MYLPF
7828,TRA2A
7829,GPSM2
7830,SAC3D1
7831,CCDC106
7832,ST8SIA5
7833,GPR171
7834,HOOK2
7835,UBIAD1
7836,HCFC2
7837,SNX11
7838,C18orf8
7839,NME7
7840,EPN1
7841,GMPPA
7842,SEC61A1
7843,TIMM22
7844,ALG6
7845,GPR132
7846,NENF
7847,DSE
7848,PURG
7849,PADI1
7850,PNMA3
7851,SERTAD3
7852,OSGIN1
7853,IL19
7854,PDZRN4
7855,TRHDE
7856,POMT2
7857,SLC25A24
7858,NRBP1
7859,STRN3
7860,LRP12
7861,PSAT1
7862,MDFIC
7863,A1CF
7864,UBQLN2
7865,DONSON
7866,NRBF2
7867,RHOD
7868,SLC39A2
7869,SLC2A8
7870,PILRA
7871,BAZ2B
7872,LMCD1
7873,GLTSCR2
7874,FSCN3
7875,TNPO2
7876,EFEMP2
7877,TBX21
7878,TLX3
7879,RAX
7880,HUNK
7881,VSX1
7882,KCNIP2
7883,KCNIP1
7884,CXXC1
7885,NT5C
7886,CD209
7887,DNTTIP2
7888,SOCS7
7889,EHD4
7890,EHD3
7891,EHD2
7892,PIK3R4
7893,CDR2L
7894,STOML2
7895,KLK14
7896,KLK12
7897,SCAPER
7898,CRNN
7899,SMARCAL1
7900,G0S2
7901,PLA2G3
7902,MINK1
7903,CD207
7904,DUOX2
7905,NOX4
7906,NOX3
7907,COL5A3
7908,PODXL2
7909,DEC1
7910,CHST11
7911,UBQLN3
7912,IL21R
7913,ATP6V0A4
7914,ITSN2
7915,DEF6
7916,CYHR1
7917,GEMIN4
7918,CALY
7919,ARHGEF4
7920,ARHGEF3
7921,NEUROG3
7922,RDH8
7923,DCAF8
7924,IRX4
7925,ASAP1
7926,HP1BP3
7927,COPS7A
7928,NSDHL
7929,TAS2R14
7930,F11R
7931,TRAT1
7932,VILL
7933,C6orf48
7934,PARD6A
7935,CLEC4A
7936,SPOCK3
7937,STMN3
7938,RNF141
7939,NTM
7940,HEBP1
7941,CDON
7942,IMPG2
7943,PDE11A
7944,FOXP3
7945,SHANK1
7946,TMED5
7947,TPRKB
7948,MED31
7949,COQ6
7950,AMDHD2
7951,SLC35C2
7952,ASCC1
7953,DERL2
7954,FAHD2A
7955,TMED7
7956,ISOC1
7957,RRP15
7958,CCDC53
7959,HDDC2
7960,MRPS16
7961,GLRX2
7962,MRPS18C
7963,FIS1
7964,GOLT1B
7965,BOLA1
7966,GLOD4
7967,CELA2B
7968,UBXN1
7969,ZNF593
7970,ZBTB7B
7971,ST8SIA3
7972,PI15
7973,GMNN
7974,LAP3
7975,CALHM2
7976,RPS27L
7977,YARS2
7978,NMD3
7979,MRPL2
7980,NOSIP
7981,DERA
7982,MRPL4
7983,TMX2
7984,CUTC
7985,FCF1
7986,THAP4
7987,NDUFA13
7988,MRPS7
7989,POLR1D
7990,GAL
7991,CRYL1
7992,MLXIPL
7993,YBX2
7994,PLLP
7995,SIDT2
7996,ADIPOR1
7997,UTP18
7998,SCCPDH
7999,IFT52
8000,ABHD5
8001,SH3GLB1
8002,MECR
8003,NDUFAF1
8004,PHF20L1
8005,TFB1M
8006,APH1A
8007,METTL9
8008,RDH11
8009,LACTB2
8010,MRPS2
8011,COQ4
8012,GOLGA7
8013,TRIM17
8014,SAR1B
8015,ANGPTL4
8016,PHF11
8017,RLIM
8018,KCTD3
8019,IRAK4
8020,RNFT1
8021,COPS4
8022,INSIG2
8023,CHCHD2
8024,DYNC1LI1
8025,HSD17B12
8026,A4GNT
8027,ING4
8028,C5orf45
8029,SDF4
8030,SLC45A2
8031,MRTO4
8032,HN1
8033,SERPINA10
8034,ZNF580
8035,VPS28
8036,C3orf18
8037,EGFL7
8038,DBR1
8039,DCTN4
8040,CYB5R4
8041,MYO15A
8042,HSD17B11
8043,HSD17B14
8044,NAGPA
8045,TUBD1
8046,LEF1
8047,PLEKHO1
8048,HAO2
8049,DCXR
8050,HSPA14
8051,GPN3
8052,CRBN
8053,RSL24D1
8054,SS18L2
8055,HERC5
8056,ZNF639
8057,RAPGEFL1
8058,PLCE1
8059,CPA4
8060,DDX47
8061,NUSAP1
8062,TACO1
8063,ACP6
8064,GP6
8065,DUSP13
8066,CLDN18
8067,LUZP4
8068,GLRX5
8069,ZNF219
8070,COPZ2
8071,PIGP
8072,GLTP
8073,PHF20
8074,VRK3
8075,CRIM1
8076,MARCH2
8077,CDKL3
8078,CLEC1B
8079,CLEC1A
8080,PIPOX
8081,TFDP3
8082,UBAP1
8083,BET1L
8084,KLF3
8085,ZNF571
8086,IER5
8087,C1RL
8088,GOLM1
8089,ANKMY1
8090,SCAND1
8091,BFAR
8092,TLR7
8093,RASL12
8094,CEND1
8095,ERGIC2
8096,GMIP
8097,GMPR2
8098,CD320
8099,PCDH12
8100,ECSIT
8101,SLC15A3
8102,THEG
8103,NRN1
8104,CYP39A1
8105,FKBP11
8106,ZDHHC3
8107,FAM13B
8108,FAM53C
8109,REEP2
8110,ARMCX1
8111,SLC22A17
8112,TLR8
8113,SLC25A37
8114,FAM198B
8115,KRCC1
8116,PLAC8
8117,PHF21A
8118,RSRC1
8119,MEX3C
8120,AMZ2
8121,WAC
8122,SPG21
8123,AHSP
8124,ARL6IP4
